run_id,protocol_version,run_group,training_scope,method,method_label,dataset,seed,alpha,output_root,final_result_dir,implementation_status,run_status,preflight_required,preflight_status,model,federated_optimizer,client_optimizer,client_num_in_total,client_num_per_round,comm_round,epochs,batch_size,partition_method,partition_alpha,data_cache_dir,learning_rate,learning_rate_status,weight_decay,critic_multiplier,server_learning_rate,gradient_clip_norm,simple_model_selection_epochs,f_history_model_selection_epochs,model_selection_batch_size,using_gpu,gpu_id,notes
tune_fedogda_s_step_seed0_alpha0p5_cm20_wd0p1,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,0,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm20_wd0p1,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.1,20,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm20_wd0p1; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed1_alpha0p5_cm2_wd0p001,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,1,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm2_wd0p001,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.001,2,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm2_wd0p001; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed1_alpha0p5_cm2_wd0p01,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,1,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm2_wd0p01,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.01,2,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm2_wd0p01; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed1_alpha0p5_cm2_wd0p03,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,1,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm2_wd0p03,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.03,2,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm2_wd0p03; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed1_alpha0p5_cm2_wd0p1,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,1,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm2_wd0p1,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.1,2,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm2_wd0p1; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed1_alpha0p5_cm5_wd0p001,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,1,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm5_wd0p001,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.001,5,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm5_wd0p001; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed1_alpha0p5_cm5_wd0p01,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,1,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm5_wd0p01,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.01,5,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm5_wd0p01; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed1_alpha0p5_cm5_wd0p03,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,1,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm5_wd0p03,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.03,5,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm5_wd0p03; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed1_alpha0p5_cm5_wd0p1,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,1,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm5_wd0p1,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.1,5,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm5_wd0p1; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed1_alpha0p5_cm10_wd0p001,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,1,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm10_wd0p001,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.001,10,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm10_wd0p001; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed1_alpha0p5_cm10_wd0p01,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,1,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm10_wd0p01,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.01,10,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm10_wd0p01; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed1_alpha0p5_cm10_wd0p03,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,1,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm10_wd0p03,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.03,10,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm10_wd0p03; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed1_alpha0p5_cm10_wd0p1,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,1,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm10_wd0p1,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.1,10,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm10_wd0p1; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p001,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,1,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p001,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.001,20,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm20_wd0p001; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p01,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,1,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p01,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.01,20,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm20_wd0p01; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p03,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,1,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p03,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.03,20,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm20_wd0p03; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p1,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,1,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p1,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.1,20,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm20_wd0p1; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p001,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,2,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p001,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.001,2,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm2_wd0p001; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p01,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,2,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p01,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.01,2,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm2_wd0p01; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p03,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,2,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p03,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.03,2,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm2_wd0p03; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p1,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,2,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p1,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.1,2,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm2_wd0p1; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p001,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,2,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p001,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.001,5,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm5_wd0p001; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p01,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,2,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p01,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.01,5,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm5_wd0p01; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p03,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,2,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p03,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.03,5,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm5_wd0p03; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p1,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,2,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p1,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.1,5,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm5_wd0p1; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p001,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,2,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p001,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.001,10,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm10_wd0p001; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p01,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,2,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p01,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.01,10,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm10_wd0p01; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p03,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,2,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p03,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.03,10,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm10_wd0p03; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p1,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,2,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p1,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.1,10,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm10_wd0p1; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed2_alpha0p5_cm20_wd0p001,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,2,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm20_wd0p001,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.001,20,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm20_wd0p001; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed2_alpha0p5_cm20_wd0p01,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,2,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm20_wd0p01,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.01,20,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm20_wd0p01; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
tune_fedogda_s_step_seed2_alpha0p5_cm20_wd0p03,fedogda_s_tuning_v1,pilot_alpha0p5_critic_weight_decay,federated,fedogda_s,FedOGDA-S,step,2,0.5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm20_wd0p03,tuning_pilot_ready,not_started,False,not_required,lr,FedAvg,ogda,1000,10,500,3,256,hetero,0.5,data,0.001,fixed_from_rerun_protocol_v1_fedogda_s_baseline,0.03,20,1.5,1.0,100,60,200,True,,"FedOGDA-S stochastic tuning pilot; validation-selected comparison only; grid_id=cm20_wd0p03; select by mean best_validation_mse across seeds, tie-break by last_50_val_mse_std then final_vs_best_validation_gap; do not select by test MSE."
