run_id,protocol_version,run_group,training_scope,method,method_label,dataset,seed,alpha,output_root,final_result_dir,implementation_status,run_status,preflight_required,preflight_status,model,federated_optimizer,client_optimizer,client_num_in_total,client_num_per_round,comm_round,epochs,batch_size,partition_method,partition_alpha,data_cache_dir,learning_rate,learning_rate_status,weight_decay,critic_multiplier,server_learning_rate,gradient_clip_norm,simple_model_selection_epochs,f_history_model_selection_epochs,model_selection_batch_size,using_gpu,gpu_id,notes
highdim_abs_cifar10_x_fedgda_d_seed0_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedgda_d,FedGDA-D,cifar10_x,0,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/cifar10_x/fedgda_d/seed_0/highdim_abs_cifar10_x_fedgda_d_seed0_alpha1,pending_validation_selection,not_started,True,passed,lr,FedAvg,sgd,1000,1000,500,3,0,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.001,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 500 rounds for the deterministic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_x_fedogda_d_seed1_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedogda_d,FedOGDA-D,femnist_x,1,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_x/fedogda_d/seed_1/highdim_abs_femnist_x_fedogda_d_seed1_alpha1,pending_validation_selection,not_started,True,passed,lr,FedAvg,ogda,1000,1000,500,3,0,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.001,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 500 rounds for the deterministic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_x_fedogda_d_seed2_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedogda_d,FedOGDA-D,femnist_x,2,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_x/fedogda_d/seed_2/highdim_abs_femnist_x_fedogda_d_seed2_alpha1,pending_validation_selection,not_started,True,passed,lr,FedAvg,ogda,1000,1000,500,3,0,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.001,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 500 rounds for the deterministic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_x_fedogda_d_seed3_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedogda_d,FedOGDA-D,femnist_x,3,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_x/fedogda_d/seed_3/highdim_abs_femnist_x_fedogda_d_seed3_alpha1,pending_validation_selection,not_started,True,passed,lr,FedAvg,ogda,1000,1000,500,3,0,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.001,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 500 rounds for the deterministic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_x_fedogda_d_seed4_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedogda_d,FedOGDA-D,femnist_x,4,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_x/fedogda_d/seed_4/highdim_abs_femnist_x_fedogda_d_seed4_alpha1,pending_validation_selection,not_started,True,passed,lr,FedAvg,ogda,1000,1000,500,3,0,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.001,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 500 rounds for the deterministic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_x_fedogda_s_seed0_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedogda_s,FedOGDA-S,femnist_x,0,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_x/fedogda_s/seed_0/highdim_abs_femnist_x_fedogda_s_seed0_alpha1,pending_validation_selection,not_started,False,not_required,lr,FedAvg,ogda,1000,10,1500,3,256,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.05,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 1500 rounds for the stochastic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_x_fedogda_s_seed1_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedogda_s,FedOGDA-S,femnist_x,1,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_x/fedogda_s/seed_1/highdim_abs_femnist_x_fedogda_s_seed1_alpha1,pending_validation_selection,not_started,False,not_required,lr,FedAvg,ogda,1000,10,1500,3,256,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.05,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 1500 rounds for the stochastic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_x_fedogda_s_seed2_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedogda_s,FedOGDA-S,femnist_x,2,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_x/fedogda_s/seed_2/highdim_abs_femnist_x_fedogda_s_seed2_alpha1,pending_validation_selection,not_started,False,not_required,lr,FedAvg,ogda,1000,10,1500,3,256,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.05,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 1500 rounds for the stochastic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_x_fedogda_s_seed3_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedogda_s,FedOGDA-S,femnist_x,3,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_x/fedogda_s/seed_3/highdim_abs_femnist_x_fedogda_s_seed3_alpha1,pending_validation_selection,not_started,False,not_required,lr,FedAvg,ogda,1000,10,1500,3,256,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.05,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 1500 rounds for the stochastic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_x_fedogda_s_seed4_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedogda_s,FedOGDA-S,femnist_x,4,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_x/fedogda_s/seed_4/highdim_abs_femnist_x_fedogda_s_seed4_alpha1,pending_validation_selection,not_started,False,not_required,lr,FedAvg,ogda,1000,10,1500,3,256,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.05,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 1500 rounds for the stochastic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_xz_fedgda_d_seed0_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedgda_d,FedGDA-D,femnist_xz,0,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_xz/fedgda_d/seed_0/highdim_abs_femnist_xz_fedgda_d_seed0_alpha1,pending_validation_selection,not_started,True,passed,lr,FedAvg,sgd,1000,1000,500,3,0,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.001,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 500 rounds for the deterministic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_xz_fedgda_d_seed1_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedgda_d,FedGDA-D,femnist_xz,1,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_xz/fedgda_d/seed_1/highdim_abs_femnist_xz_fedgda_d_seed1_alpha1,pending_validation_selection,not_started,True,passed,lr,FedAvg,sgd,1000,1000,500,3,0,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.001,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 500 rounds for the deterministic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_xz_fedgda_d_seed2_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedgda_d,FedGDA-D,femnist_xz,2,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_xz/fedgda_d/seed_2/highdim_abs_femnist_xz_fedgda_d_seed2_alpha1,pending_validation_selection,not_started,True,passed,lr,FedAvg,sgd,1000,1000,500,3,0,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.001,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 500 rounds for the deterministic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_xz_fedgda_d_seed3_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedgda_d,FedGDA-D,femnist_xz,3,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_xz/fedgda_d/seed_3/highdim_abs_femnist_xz_fedgda_d_seed3_alpha1,pending_validation_selection,not_started,True,passed,lr,FedAvg,sgd,1000,1000,500,3,0,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.001,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 500 rounds for the deterministic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_xz_fedgda_d_seed4_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedgda_d,FedGDA-D,femnist_xz,4,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_xz/fedgda_d/seed_4/highdim_abs_femnist_xz_fedgda_d_seed4_alpha1,pending_validation_selection,not_started,True,passed,lr,FedAvg,sgd,1000,1000,500,3,0,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.001,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 500 rounds for the deterministic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_xz_fedgda_s_seed0_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedgda_s,FedGDA-S,femnist_xz,0,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_xz/fedgda_s/seed_0/highdim_abs_femnist_xz_fedgda_s_seed0_alpha1,pending_validation_selection,not_started,False,not_required,lr,FedAvg,sgd,1000,10,1500,3,256,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.05,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 1500 rounds for the stochastic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_xz_fedgda_s_seed1_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedgda_s,FedGDA-S,femnist_xz,1,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_xz/fedgda_s/seed_1/highdim_abs_femnist_xz_fedgda_s_seed1_alpha1,pending_validation_selection,not_started,False,not_required,lr,FedAvg,sgd,1000,10,1500,3,256,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.05,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 1500 rounds for the stochastic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_xz_fedgda_s_seed2_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedgda_s,FedGDA-S,femnist_xz,2,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_xz/fedgda_s/seed_2/highdim_abs_femnist_xz_fedgda_s_seed2_alpha1,pending_validation_selection,not_started,False,not_required,lr,FedAvg,sgd,1000,10,1500,3,256,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.05,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 1500 rounds for the stochastic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_xz_fedgda_s_seed3_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedgda_s,FedGDA-S,femnist_xz,3,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_xz/fedgda_s/seed_3/highdim_abs_femnist_xz_fedgda_s_seed3_alpha1,pending_validation_selection,not_started,False,not_required,lr,FedAvg,sgd,1000,10,1500,3,256,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.05,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 1500 rounds for the stochastic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_xz_fedgda_s_seed4_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedgda_s,FedGDA-S,femnist_xz,4,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_xz/fedgda_s/seed_4/highdim_abs_femnist_xz_fedgda_s_seed4_alpha1,pending_validation_selection,not_started,False,not_required,lr,FedAvg,sgd,1000,10,1500,3,256,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.05,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 1500 rounds for the stochastic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_xz_fedogda_d_seed0_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedogda_d,FedOGDA-D,femnist_xz,0,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_xz/fedogda_d/seed_0/highdim_abs_femnist_xz_fedogda_d_seed0_alpha1,pending_validation_selection,not_started,True,passed,lr,FedAvg,ogda,1000,1000,500,3,0,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.001,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 500 rounds for the deterministic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_xz_fedogda_d_seed1_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedogda_d,FedOGDA-D,femnist_xz,1,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_xz/fedogda_d/seed_1/highdim_abs_femnist_xz_fedogda_d_seed1_alpha1,pending_validation_selection,not_started,True,passed,lr,FedAvg,ogda,1000,1000,500,3,0,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.001,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 500 rounds for the deterministic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_xz_fedogda_d_seed2_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedogda_d,FedOGDA-D,femnist_xz,2,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_xz/fedogda_d/seed_2/highdim_abs_femnist_xz_fedogda_d_seed2_alpha1,pending_validation_selection,not_started,True,passed,lr,FedAvg,ogda,1000,1000,500,3,0,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.001,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 500 rounds for the deterministic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_xz_fedogda_d_seed3_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedogda_d,FedOGDA-D,femnist_xz,3,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_xz/fedogda_d/seed_3/highdim_abs_femnist_xz_fedogda_d_seed3_alpha1,pending_validation_selection,not_started,True,passed,lr,FedAvg,ogda,1000,1000,500,3,0,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.001,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 500 rounds for the deterministic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_xz_fedogda_d_seed4_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedogda_d,FedOGDA-D,femnist_xz,4,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_xz/fedogda_d/seed_4/highdim_abs_femnist_xz_fedogda_d_seed4_alpha1,pending_validation_selection,not_started,True,passed,lr,FedAvg,ogda,1000,1000,500,3,0,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.001,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 500 rounds for the deterministic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_xz_fedogda_s_seed0_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedogda_s,FedOGDA-S,femnist_xz,0,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_xz/fedogda_s/seed_0/highdim_abs_femnist_xz_fedogda_s_seed0_alpha1,pending_validation_selection,not_started,False,not_required,lr,FedAvg,ogda,1000,10,1500,3,256,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.05,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 1500 rounds for the stochastic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_xz_fedogda_s_seed1_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedogda_s,FedOGDA-S,femnist_xz,1,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_xz/fedogda_s/seed_1/highdim_abs_femnist_xz_fedogda_s_seed1_alpha1,pending_validation_selection,not_started,False,not_required,lr,FedAvg,ogda,1000,10,1500,3,256,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.05,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 1500 rounds for the stochastic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_xz_fedogda_s_seed2_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedogda_s,FedOGDA-S,femnist_xz,2,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_xz/fedogda_s/seed_2/highdim_abs_femnist_xz_fedogda_s_seed2_alpha1,pending_validation_selection,not_started,False,not_required,lr,FedAvg,ogda,1000,10,1500,3,256,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.05,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 1500 rounds for the stochastic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_xz_fedogda_s_seed3_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedogda_s,FedOGDA-S,femnist_xz,3,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_xz/fedogda_s/seed_3/highdim_abs_femnist_xz_fedogda_s_seed3_alpha1,pending_validation_selection,not_started,False,not_required,lr,FedAvg,ogda,1000,10,1500,3,256,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.05,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 1500 rounds for the stochastic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_xz_fedogda_s_seed4_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedogda_s,FedOGDA-S,femnist_xz,4,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_xz/fedogda_s/seed_4/highdim_abs_femnist_xz_fedogda_s_seed4_alpha1,pending_validation_selection,not_started,False,not_required,lr,FedAvg,ogda,1000,10,1500,3,256,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.05,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 1500 rounds for the stochastic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_z_fedgda_d_seed0_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedgda_d,FedGDA-D,femnist_z,0,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_z/fedgda_d/seed_0/highdim_abs_femnist_z_fedgda_d_seed0_alpha1,pending_validation_selection,not_started,True,passed,lr,FedAvg,sgd,1000,1000,500,3,0,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.001,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 500 rounds for the deterministic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_z_fedgda_d_seed1_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedgda_d,FedGDA-D,femnist_z,1,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_z/fedgda_d/seed_1/highdim_abs_femnist_z_fedgda_d_seed1_alpha1,pending_validation_selection,not_started,True,passed,lr,FedAvg,sgd,1000,1000,500,3,0,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.001,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 500 rounds for the deterministic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_z_fedgda_d_seed2_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedgda_d,FedGDA-D,femnist_z,2,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_z/fedgda_d/seed_2/highdim_abs_femnist_z_fedgda_d_seed2_alpha1,pending_validation_selection,not_started,True,passed,lr,FedAvg,sgd,1000,1000,500,3,0,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.001,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 500 rounds for the deterministic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_z_fedgda_d_seed3_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedgda_d,FedGDA-D,femnist_z,3,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_z/fedgda_d/seed_3/highdim_abs_femnist_z_fedgda_d_seed3_alpha1,pending_validation_selection,not_started,True,passed,lr,FedAvg,sgd,1000,1000,500,3,0,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.001,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 500 rounds for the deterministic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_z_fedgda_d_seed4_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedgda_d,FedGDA-D,femnist_z,4,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_z/fedgda_d/seed_4/highdim_abs_femnist_z_fedgda_d_seed4_alpha1,pending_validation_selection,not_started,True,passed,lr,FedAvg,sgd,1000,1000,500,3,0,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.001,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 500 rounds for the deterministic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_z_fedgda_s_seed0_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedgda_s,FedGDA-S,femnist_z,0,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_z/fedgda_s/seed_0/highdim_abs_femnist_z_fedgda_s_seed0_alpha1,pending_validation_selection,not_started,False,not_required,lr,FedAvg,sgd,1000,10,1500,3,256,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.05,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 1500 rounds for the stochastic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
highdim_abs_femnist_z_fedgda_s_seed1_alpha1,highdim_coauthor_protocol_v1_alpha1,real_images_abs_alpha1_final,federated,fedgda_s,FedGDA-S,femnist_z,1,1.0,results/rerun_protocol_v1_real_images_abs_alpha1,results/rerun_protocol_v1_real_images_abs_alpha1/femnist_z/fedgda_s/seed_1/highdim_abs_femnist_z_fedgda_s_seed1_alpha1,pending_validation_selection,not_started,False,not_required,lr,FedAvg,sgd,1000,10,1500,3,256,hetero,1.0,data,,to_be_selected_from_seed0_validation_tuning,0.05,10.0,1.5,1.0,100,60,200,True,,Co-author-approved fixed-abs high-dimensional final run; five seeds; 1500 rounds for the stochastic regime; inspect validation convergence at round 200 without using Test MSE for stopping or selection.
